answer
"A,D,E"
"A,C"
"A,B"
"C,D"
"A,C,E"
"A,D,E"
"B,C,D,E"
"D"
"B,E"
"C"
"A,B,D"
"E"
"A,B,C,D,E"
"C,D"
"A,C,D"
"A,E"
"B"
"C,E"
"A,C,D"
"A,C,E"
"C"
"B,D"
"B,E"
"A,C"
"E"
"C,D"
"A,C,E"
"A,D,E"
"B,C,D"
"A,B,D"
